estudiante_id,genero,nse,region,capacidad_score,capacidad_nivel,rama_real,opcion_real,opcion_numero,motivacion_principal,presion_familiar,consistencia,fase1_p01,fase1_p02,fase1_p03,fase1_p04,fase1_p05,fase1_p06,fase1_p07,fase1_p08,fase1_p09,fase1_p10,fase1_p11,fase1_p12,fase1_p13,fase1_p14,fase1_p15,fase1_p16,fase1_p17,fase1_p18,fase1_p19,fase1_p20,fase1_p21,fase1_p22,fase1_p23,fase1_p24,fase1_p25,fase1_p26,fase1_p27,fase1_p28,fase1_p29,fase1_p30,fase1_p31,fase1_p32,fase1_p33,fase1_p34,fase1_p35,fase1_p36,fase1_p37,fase1_p38,fase1_p39,fase1_p40,fase1_p41,fase1_p42,fase1_p43,fase1_p44,fase1_p45,fase1_p46,fase1_p47,fase1_p48,fase1_p49,fase1_p50,fase1_p51,fase1_p52,fase1_p53,fase1_p54,fase1_p55,fase1_p56,fase1_p57,fase1_p58,fase1_p59,fase1_p60,fase1_p61,fase1_p62,fase1_p63,fase1_p64,fase1_p65,fase1_p66,fase1_p67,fase1_p68,fase1_p69,fase1_p70,fase1_p71,fase1_p72,fase1_p73,fase1_p74,fase1_p75,fase1_p76,fase1_p77,fase1_p78,fase1_p79,fase1_p80,fase2_p01,fase2_p02,fase2_p03,fase2_p04,fase2_p05,fase2_p06,fase2_p07,fase2_p08,fase2_p09,fase2_p10,fase2_p11,fase2_p12,fase2_p13,fase2_p14,fase2_p15,fase2_p16,fase2_p17,fase2_p18,fase2_p19,fase2_p20,fase2_p21,fase2_p22,fase2_p23,fase2_p24,fase2_p25,fase2_p26,fase2_p27,fase2_p28,fase2_p29,fase2_p30,fase2_p31,fase2_p32,fase2_p33,fase2_p34,fase2_p35,fase2_p36,fase2_p37,fase2_p38,fase2_p39,fase2_p40,fase2_p41,fase2_p42,fase2_p43,fase2_p44,fase2_p45,fase2_p46,fase2_p47,fase2_p48,fase2_p49,fase2_p50,fase2_p51,fase2_p52,fase2_p53,fase2_p54,fase2_p55,fase2_p56,fase2_p57,fase2_p58,fase2_p59,fase2_p60,fase2_p61,fase2_p62,fase2_p63,fase2_p64,fase2_p65,fase2_p66,fase2_p67,fase2_p68,fase2_p69,fase2_p70,fase2_p71,fase2_p72,fase2_p73,fase2_p74,fase2_p75,fase2_p76,fase2_p77,fase2_p78,fase2_p79,fase2_p80
1798,F,medio,sur,0.181,baja,Salud,ODO,4,balance_vida_trabajo,0.48,0.868,B,D,A,D,B,B,C,D,C,B,C,B,B,B,E,D,C,E,D,E,B,C,A,B,D,B,A,B,C,A,C,D,D,A,C,A,A,A,C,E,A,A,E,E,D,D,B,A,C,E,B,D,D,A,D,E,E,D,E,B,A,C,D,A,D,E,D,E,C,D,B,D,D,A,E,C,A,B,A,B,D,D,C,D,D,C,D,D,D,B,D,C,D,D,D,D,B,A,D,D,D,D,B,D,E,D,D,C,B,D,D,D,D,D,C,D,D,D,C,B,C,D,D,C,D,C,B,B,D,D,D,D,D,D,D,D,B,C,D,D,D,D,D,D,D,D,E,C,D,D,D,B,D,D,D,D,D,D,C,D
1799,F,medio,pacifico,0.815,media_baja,Oficios_Tecnicos,TEC_AUTO,20,balance_vida_trabajo,0.252,0.848,B,D,D,B,D,B,B,D,B,C,B,C,C,B,B,D,B,D,C,C,D,B,D,C,D,A,D,C,B,D,A,A,A,E,D,B,A,C,D,A,A,B,D,B,C,D,C,D,B,E,C,A,C,B,D,B,A,C,A,D,B,C,C,E,D,B,C,B,D,B,A,C,D,B,D,A,D,D,E,C,E,E,C,E,B,D,D,B,E,D,E,C,D,E,B,B,D,C,E,B,E,D,E,C,E,E,E,E,D,E,C,E,A,E,E,A,C,C,D,B,E,C,C,A,E,E,E,E,B,E,C,E,E,E,D,C,E,E,E,C,E,E,C,B,C,A,B,E,D,E,E,E,B,A,E,E,C,A,C,E
1800,M,bajo,centro,0.275,baja,Oficios_Basicos,ALBANIL,21,empleabilidad_rapida,0.401,0.755,E,D,D,E,D,E,C,C,C,D,C,E,A,D,E,B,D,E,C,D,B,D,B,B,C,D,D,A,D,D,C,D,D,D,D,D,E,A,D,E,D,E,D,C,D,B,A,E,E,D,A,D,C,E,C,C,B,B,B,B,D,A,D,D,C,B,B,A,D,B,D,D,D,D,B,B,E,C,D,D,A,A,E,B,A,A,A,C,A,A,A,A,A,C,A,A,D,D,A,C,A,C,A,A,A,B,A,A,B,A,D,A,C,C,D,C,A,E,A,B,C,D,C,B,A,A,B,A,B,A,A,A,A,D,C,A,C,B,B,A,A,C,A,E,C,B,D,A,A,E,A,B,A,A,B,A,A,D,D,C
1801,M,medio,sur,1.6,media_alta,Negocios,CONT,12,crecimiento_profesional,0.446,0.821,E,D,D,A,B,B,B,C,D,B,A,C,C,C,B,D,B,C,B,C,A,B,C,C,B,B,D,C,B,B,A,D,B,C,C,B,C,C,D,A,C,B,C,A,C,A,C,D,B,B,C,C,A,B,C,B,C,C,C,B,B,D,C,D,A,B,C,B,C,B,C,C,C,B,C,A,C,D,C,C,B,B,E,C,B,A,B,B,B,D,B,B,B,B,B,B,B,B,D,B,B,B,B,C,B,B,D,B,B,B,B,B,B,B,D,C,C,B,B,B,E,B,B,B,C,B,B,E,B,D,B,A,B,B,B,B,B,B,B,E,B,B,B,E,B,B,B,D,B,B,E,B,B,B,B,B,B,C,B,C
1802,F,medio_alto,centro,0.588,media_baja,Ingenieria,ARQ,10,balance_vida_trabajo,0.489,0.673,B,D,D,A,B,B,B,B,D,D,B,C,D,A,C,B,B,B,A,D,D,B,B,C,D,A,B,C,C,B,D,B,B,B,A,B,B,C,B,A,A,B,D,C,C,A,C,B,B,B,C,D,C,B,B,B,B,C,B,C,B,A,C,B,B,B,C,C,B,B,B,C,C,B,D,A,B,C,B,C,C,D,C,D,E,E,E,D,E,E,E,E,B,E,E,B,B,E,E,E,E,E,B,E,E,E,E,D,D,E,E,E,E,E,D,E,E,D,D,E,C,E,E,B,B,C,E,E,D,E,E,E,C,E,E,C,C,E,E,B,B,D,B,B,E,E,E,C,C,E,C,E,E,E,C,A,D,E,E,B
1803,F,medio,centro,1.523,alta,Ingenieria,ARQ,10,estabilidad_economica,0.431,0.864,E,A,D,A,C,B,A,A,D,A,B,C,C,A,B,B,B,B,B,D,A,B,D,C,B,A,C,C,B,B,B,A,B,E,B,B,B,C,C,A,D,B,B,A,C,B,C,B,B,B,C,C,A,B,B,B,E,C,D,A,B,D,C,B,A,D,C,B,B,B,D,C,A,B,B,A,A,C,B,C,B,E,C,B,D,E,B,C,E,B,E,B,E,B,B,E,E,A,E,E,C,E,D,E,A,A,E,D,E,E,E,E,E,E,B,C,E,E,B,E,E,E,B,E,D,A,E,E,E,D,D,E,E,E,A,E,E,E,C,E,C,C,B,E,C,B,B,B,E,E,E,C,E,D,C,D,E,E,E,E
1804,M,medio,centro,0.073,baja,Ingenieria,SW,6,estabilidad_economica,0.665,0.918,A,A,B,C,C,E,E,D,E,D,A,A,E,A,A,B,C,B,D,B,E,A,B,B,B,E,D,E,C,B,C,D,C,B,E,E,E,D,D,B,B,E,B,E,A,B,D,B,E,B,B,B,D,E,B,A,B,A,B,C,D,D,B,D,E,B,C,E,B,C,B,D,B,A,B,D,D,D,B,B,B,A,A,C,A,A,A,A,A,A,A,A,A,C,B,A,A,A,A,A,D,A,A,A,D,C,D,A,A,A,C,B,A,C,A,A,C,E,A,E,A,C,B,D,A,D,A,A,A,A,B,A,D,A,A,A,A,C,A,C,B,C,A,D,A,E,D,A,A,B,A,A,B,A,B,A,D,A,A,C
1805,M,bajo,centro,0.027,baja,Oficios_Basicos,VENDEDOR,24,estabilidad_economica,0.683,0.926,E,E,E,E,A,C,C,B,E,B,D,E,E,D,D,D,D,D,B,D,B,D,B,B,D,D,B,D,D,B,C,B,C,B,E,A,E,A,B,D,D,A,D,E,B,C,B,B,C,E,D,A,E,A,B,D,D,D,E,C,E,D,D,D,C,A,A,C,D,C,D,A,C,A,C,C,D,B,E,E,C,D,C,D,D,B,C,D,D,D,D,D,D,D,D,D,B,D,D,B,D,A,D,D,B,D,B,D,A,D,A,C,D,D,E,A,D,D,E,B,D,D,D,D,D,D,A,D,B,D,A,D,D,D,D,D,D,D,D,C,A,E,D,D,D,B,D,D,D,D,D,B,C,D,D,C,E,D,D,D
1806,M,bajo,pacifico,0.876,media_alta,Oficios_Basicos,AYU_COCINA,25,ayudar_familia,0.368,0.661,E,D,D,A,B,B,B,D,B,A,A,E,C,D,B,D,B,E,C,A,A,B,A,C,B,B,E,C,B,D,A,D,B,D,B,B,A,C,E,A,E,B,D,A,C,B,C,B,B,B,C,C,A,B,C,B,B,C,E,A,B,C,C,D,C,D,C,B,E,B,D,C,D,B,D,A,D,C,D,C,E,B,B,E,A,D,D,E,E,E,C,B,D,D,E,B,C,D,D,E,E,E,E,D,E,E,E,B,B,E,C,A,E,E,E,E,E,E,E,B,E,D,D,E,B,D,E,E,B,C,C,E,D,E,B,A,E,E,E,D,E,B,E,C,A,D,E,E,D,E,E,E,E,E,A,E,E,C,E,A
1807,F,medio,sur,0.867,media,Salud,NUT,3,estabilidad_economica,0.344,0.77,B,E,A,B,B,B,B,A,D,B,B,B,C,D,B,A,B,A,A,A,D,B,A,C,D,B,C,C,C,E,C,D,B,D,D,B,C,C,D,A,A,B,E,C,C,D,C,A,B,A,C,A,A,B,A,B,E,C,A,B,B,C,C,A,A,C,C,B,A,B,A,C,A,B,C,A,B,C,A,C,C,C,C,E,D,C,C,C,C,C,C,C,B,A,C,C,C,C,C,D,B,C,D,D,A,D,C,B,D,C,C,E,C,C,C,B,E,C,C,C,A,C,C,C,C,C,C,D,C,D,B,C,C,C,D,B,C,C,C,C,C,C,C,C,C,C,C,C,D,C,C,C,C,B,C,C,C,B,C,D
1808,M,bajo,sur,0.853,media,Oficios_Tecnicos,TEC_ENF,16,empleabilidad_rapida,0.344,0.876,C,D,D,A,C,B,B,B,B,A,C,E,D,B,B,D,B,E,C,B,A,B,D,C,D,C,B,C,B,C,A,E,B,D,B,B,C,C,B,A,D,C,D,D,C,D,C,A,B,E,C,B,C,D,D,B,D,C,E,C,B,C,C,E,A,D,C,B,B,B,D,C,E,B,C,A,D,C,E,C,A,A,C,C,B,A,A,A,A,C,E,B,C,A,A,A,A,A,B,A,B,A,D,A,A,D,B,A,D,A,A,C,A,A,A,B,E,B,C,D,C,B,A,B,A,A,B,A,A,A,B,C,C,A,C,E,A,A,B,A,D,A,A,A,A,A,A,D,B,A,A,A,B,D,A,B,A,B,A,A
1809,M,medio,centro,0.063,baja,Oficios_Tecnicos,CHEF,19,estabilidad_economica,0.563,0.757,E,B,D,B,C,D,A,D,D,B,C,C,D,D,C,D,A,D,D,B,D,C,D,B,D,D,B,B,B,E,E,E,E,D,D,D,B,A,B,E,A,A,D,B,D,D,D,E,D,A,D,E,D,C,D,C,D,B,D,C,A,A,D,D,D,D,B,C,E,D,B,D,D,C,C,E,D,D,E,D,D,D,B,D,D,D,D,D,C,D,D,C,D,D,D,C,E,E,C,C,D,C,D,D,D,C,D,B,C,B,B,D,C,D,B,D,D,A,D,C,B,D,D,B,B,E,D,D,E,D,D,C,D,B,D,B,C,B,E,D,D,D,D,D,D,D,D,B,D,D,D,C,D,D,D,D,A,D,D,D
1810,M,medio,norte,1.024,media,Oficios_Tecnicos,ELEC_IND,18,crecimiento_profesional,0.321,0.767,E,B,A,B,E,B,B,D,C,B,B,B,C,C,B,D,B,E,B,B,A,B,A,C,E,A,B,C,B,E,A,D,B,D,C,C,B,C,C,A,D,C,B,B,C,B,C,E,B,E,C,D,B,B,D,B,D,C,A,B,B,B,C,B,B,E,C,B,D,B,B,C,E,B,B,A,E,C,A,C,C,E,C,C,D,D,D,C,C,D,A,B,A,E,C,E,D,A,A,A,C,C,A,C,D,C,C,C,C,C,C,C,D,B,C,C,C,C,C,C,C,C,D,C,C,B,C,C,C,C,C,C,C,C,C,C,C,D,A,B,C,C,C,C,C,C,C,C,C,C,C,C,C,B,A,C,C,B,A,D
1811,M,alto,centro,0.515,media_baja,Oficios_Basicos,AYU_COCINA,25,impacto_social,0.706,0.72,B,E,A,A,D,B,B,D,D,A,B,B,C,D,B,D,B,D,B,A,A,B,D,C,D,A,D,C,B,E,C,D,A,D,B,C,E,C,C,A,C,C,E,D,C,E,C,D,B,D,C,E,D,B,E,B,D,C,E,A,B,D,C,E,B,D,C,C,C,B,B,C,C,B,E,A,E,B,D,C,C,B,E,E,E,D,C,D,C,E,C,C,E,E,E,B,E,E,E,C,E,A,C,E,C,C,E,A,E,E,B,E,E,E,A,E,C,D,E,E,B,E,E,E,E,D,E,D,A,B,A,E,D,D,E,E,E,E,B,B,C,E,E,E,E,E,B,E,E,D,C,B,E,B,A,E,A,D,D,C
1812,M,medio_alto,sur,1.279,media_alta,Negocios,COM,15,balance_vida_trabajo,0.392,0.938,C,C,D,A,E,B,B,D,B,C,B,C,C,D,B,A,B,A,A,C,A,B,D,C,D,A,D,C,B,D,A,B,B,B,B,B,E,C,C,A,A,B,C,C,C,D,C,C,B,D,C,E,A,B,D,B,C,C,B,B,B,E,C,B,B,A,C,B,E,B,D,C,C,B,D,A,A,B,C,C,D,A,E,A,E,E,E,E,A,D,E,E,E,E,E,C,E,A,E,D,E,E,C,E,E,C,E,A,E,D,E,E,E,D,E,E,E,E,A,C,C,D,C,C,E,E,C,B,E,B,E,B,C,E,E,E,E,D,E,E,E,E,E,E,E,A,B,A,E,E,E,E,E,B,E,D,E,B,E,A
1813,M,medio,pacifico,0.542,baja,Salud,ENF,5,crecimiento_profesional,0.45,0.734,D,D,A,E,B,A,E,A,E,B,D,E,A,B,D,D,A,A,C,A,C,E,A,D,D,D,A,D,D,D,D,C,D,A,E,C,D,D,A,C,A,C,A,E,A,D,A,E,E,D,D,A,C,C,A,D,A,D,A,C,C,A,A,C,C,D,A,C,E,C,A,D,E,D,D,E,E,E,B,D,C,D,B,D,D,E,E,E,A,E,E,C,E,E,D,E,D,E,E,E,A,C,D,E,A,E,C,D,E,B,E,E,A,E,E,C,D,E,A,B,E,E,D,E,A,C,C,E,A,D,D,B,B,C,E,E,D,E,E,E,C,A,E,D,E,E,E,E,B,E,E,C,B,C,E,E,B,E,A,C
1814,F,medio,sur,0.435,baja,Oficios_Basicos,VENDEDOR,24,balance_vida_trabajo,0.357,0.738,B,E,D,C,C,A,D,E,C,A,C,E,C,D,C,C,C,A,C,C,B,D,E,B,D,C,D,B,D,D,D,C,A,B,C,D,D,E,D,C,E,C,D,C,D,C,A,C,C,D,E,E,C,E,D,C,C,B,E,C,A,C,A,E,D,E,B,E,A,C,E,D,D,A,E,D,A,D,D,E,D,C,D,D,B,B,D,D,D,D,D,D,D,D,D,C,A,C,D,D,D,D,D,D,D,B,D,D,D,C,D,D,D,B,D,D,D,C,D,B,C,C,D,D,D,D,D,B,D,D,C,A,A,C,D,D,E,A,D,D,A,D,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,B,B,B
1815,M,bajo,norte,0.509,media_baja,Oficios_Tecnicos,CHEF,19,estabilidad_economica,0.546,0.911,E,D,E,A,D,B,A,E,C,E,C,C,C,D,B,B,B,C,C,D,D,B,D,C,D,C,D,C,B,D,A,D,A,D,B,C,D,C,D,A,D,C,B,A,C,D,C,D,A,B,C,D,A,B,B,B,B,C,B,B,B,C,C,D,C,B,C,B,B,B,C,C,D,B,D,A,D,B,D,C,D,D,B,D,C,D,D,A,B,D,A,D,C,D,D,C,A,D,D,D,D,E,D,D,C,E,D,D,E,D,A,C,D,D,D,D,C,D,D,C,D,B,D,D,B,B,E,D,D,D,C,D,D,D,C,D,B,B,D,E,D,D,D,D,D,D,D,A,D,B,D,D,D,D,D,D,A,C,D,D
1816,F,alto,norte,1.141,media_alta,Ingenieria,ELEC,7,realizacion_personal,0.87,0.831,A,A,B,B,B,B,B,B,C,C,A,C,C,D,B,B,B,B,B,B,A,B,B,C,D,A,D,C,B,C,D,B,A,B,B,B,A,C,C,A,A,C,B,A,C,B,C,B,B,D,C,E,B,B,B,B,B,C,D,B,B,B,C,B,A,B,C,B,E,B,D,C,B,B,B,A,B,A,D,C,B,B,B,B,B,E,B,A,D,B,B,D,B,B,A,B,B,B,B,C,B,B,B,C,B,B,B,B,A,C,E,B,C,E,A,A,C,B,B,C,B,C,B,B,B,C,E,E,B,B,B,B,C,D,B,E,B,D,B,B,A,B,B,B,C,B,B,B,B,B,B,C,B,B,B,B,B,A,B,B
1817,F,medio,pacifico,0.4,media,Negocios,MKT,13,crecimiento_profesional,0.509,0.791,D,B,D,C,A,B,B,E,D,D,B,D,C,D,B,D,B,C,B,C,A,B,B,C,D,B,C,C,B,E,B,C,B,E,C,B,E,C,C,A,D,C,C,B,C,A,C,B,B,D,C,D,B,D,D,B,B,C,D,B,B,D,C,A,C,C,C,B,C,B,A,C,C,B,D,A,E,C,C,C,D,C,C,C,A,C,C,C,C,D,E,C,D,C,B,C,B,B,C,C,C,C,C,C,C,C,C,C,A,D,C,A,E,C,C,C,C,C,C,C,C,D,C,C,B,C,A,C,D,B,C,C,C,C,E,C,A,C,B,C,C,A,C,C,C,C,C,D,B,A,C,C,C,C,A,C,B,C,C,C
1818,F,medio,norte,0.456,media_baja,Ingenieria,MEC,8,crecimiento_profesional,0.246,0.691,A,A,B,C,C,B,B,E,C,D,A,A,D,A,B,D,B,B,A,B,A,B,C,C,E,A,B,C,B,B,A,B,B,B,C,C,B,C,C,A,B,B,B,B,C,B,C,E,A,D,C,B,B,D,B,B,B,C,A,A,B,E,C,D,D,D,C,B,B,B,B,C,B,B,B,A,B,A,B,C,C,C,C,C,C,C,E,C,C,C,C,C,B,C,D,C,C,C,E,C,B,E,C,B,E,C,B,C,D,B,C,C,A,C,C,C,C,C,C,C,B,C,C,C,B,C,B,B,B,C,D,C,C,A,B,D,E,C,C,C,C,C,C,D,E,E,C,C,D,B,C,C,C,C,C,E,C,B,C,A
1819,F,medio,centro,0.747,media,Ingenieria,ARQ,10,crecimiento_profesional,0.683,0.908,A,A,D,A,C,B,B,B,A,A,C,A,C,C,B,C,B,B,A,B,D,B,B,C,B,A,D,C,B,B,A,C,B,B,B,C,B,C,C,A,B,B,E,B,C,B,C,D,B,E,C,D,C,D,B,B,B,C,B,A,B,D,C,B,D,D,C,B,B,B,B,C,B,B,B,A,B,A,B,C,E,E,E,E,B,B,E,E,D,E,C,E,E,C,B,E,E,B,B,E,E,E,C,D,D,E,B,D,E,A,E,C,E,C,A,E,E,E,E,B,E,E,B,D,E,D,A,E,E,E,A,B,B,E,B,B,E,A,E,C,D,E,B,C,D,A,C,E,B,E,B,E,E,E,E,E,E,C,E,E
1820,M,bajo,centro,0.48,media,Oficios_Tecnicos,TEC_AUTO,20,estabilidad_economica,0.505,0.681,E,D,D,A,A,B,B,C,D,A,A,E,C,D,B,D,B,D,B,E,A,B,D,C,D,C,E,C,B,D,C,D,B,D,C,B,D,C,E,A,D,C,E,A,C,D,C,E,B,E,C,B,A,B,D,B,D,C,E,B,B,D,C,D,A,B,C,B,A,B,D,C,D,B,C,A,B,B,D,C,D,D,E,E,E,C,E,E,E,E,D,C,E,E,E,E,C,E,E,D,E,E,D,E,A,E,E,E,E,E,C,E,D,E,E,A,E,E,E,D,B,A,E,E,C,E,A,E,B,E,C,E,C,E,E,A,E,C,D,D,C,E,E,C,B,E,E,E,E,D,D,B,E,A,E,E,C,A,B,E
1821,M,medio,sur,1.224,media_alta,Negocios,CONT,12,balance_vida_trabajo,0.489,0.763,B,B,D,A,D,B,B,C,B,A,B,C,C,D,B,D,B,B,C,D,A,B,B,C,D,A,A,C,B,C,A,A,B,C,B,B,D,C,A,A,C,B,D,A,C,C,C,C,A,E,C,C,B,B,E,B,C,C,E,C,B,C,C,C,C,D,C,B,C,B,D,C,E,B,C,A,A,A,A,C,B,B,B,B,A,C,B,B,B,B,B,B,B,B,A,B,B,A,B,B,D,B,B,D,B,B,B,B,B,B,A,B,D,B,E,E,B,B,B,B,B,B,D,D,B,B,B,B,C,B,B,B,A,B,B,A,B,D,B,D,B,E,D,E,B,A,D,B,C,B,E,B,B,B,B,C,C,B,B,B
1822,M,medio,sur,1.719,alta,Ingenieria,MEC,8,estabilidad_economica,0.371,0.705,A,D,D,C,C,B,B,B,C,D,C,A,D,A,B,B,B,E,A,B,D,B,D,C,B,B,B,C,B,B,B,B,B,B,C,B,B,C,B,A,B,B,B,B,C,B,C,D,B,B,C,B,C,B,E,B,B,C,C,B,B,B,C,B,B,B,C,B,B,B,B,C,C,B,D,A,D,B,C,C,E,D,C,D,C,C,A,C,C,C,D,C,A,C,C,C,C,C,B,D,C,C,A,E,C,E,C,C,C,C,B,C,C,C,B,D,C,C,B,C,C,B,C,E,A,C,C,B,C,B,C,C,D,C,E,C,C,C,C,C,E,D,D,C,B,C,D,C,E,C,B,C,E,D,C,D,C,C,C,B
1823,F,alto,centro,0.779,media,Oficios_Tecnicos,TEC_AUTO,20,realizacion_personal,0.614,0.71,E,B,D,A,C,B,B,D,D,A,A,C,C,D,B,B,B,B,B,C,A,B,D,C,D,A,B,C,B,D,B,B,B,D,A,B,D,C,D,A,D,B,E,A,C,D,C,B,B,D,C,A,C,D,A,B,D,C,C,A,B,C,C,D,A,B,C,B,D,B,D,C,E,B,C,A,D,C,D,C,B,C,D,D,E,E,E,C,D,E,A,E,D,E,A,E,E,C,E,E,E,E,E,D,E,E,E,E,D,E,B,E,E,E,D,D,E,E,E,B,C,E,E,D,B,C,D,D,E,A,E,C,D,E,A,E,E,E,E,C,B,E,B,B,E,E,E,E,E,E,B,D,E,E,D,B,E,B,E,D
1824,F,medio,centro,0.637,media,Ingenieria,ARQ,10,estabilidad_economica,0.443,0.925,E,D,B,C,C,B,B,D,D,E,B,D,C,D,B,B,B,B,B,A,A,B,C,C,B,A,B,C,B,D,B,B,B,B,A,B,B,C,C,A,B,C,B,A,C,E,C,B,B,B,C,D,B,B,D,B,B,C,D,A,B,B,C,E,B,C,C,B,E,B,C,C,B,B,B,A,B,B,B,C,C,E,A,E,E,B,E,E,E,D,B,D,E,D,E,E,B,E,D,E,B,E,E,E,B,E,E,B,E,D,B,E,A,D,E,B,E,E,B,E,E,E,E,E,E,D,E,E,E,B,C,E,D,C,E,B,E,E,B,D,E,E,B,E,E,E,D,E,E,E,E,E,E,B,B,E,D,B,E,D
1825,M,medio,sur,0.634,media_baja,Salud,PSI,2,crecimiento_profesional,0.249,0.94,E,D,A,A,B,B,B,D,D,C,B,E,C,D,B,A,B,D,C,A,A,B,D,C,B,B,D,C,C,D,B,B,B,A,C,B,B,C,D,A,A,B,D,A,C,A,C,A,B,D,C,D,D,B,D,B,D,C,D,C,B,E,C,A,B,E,C,B,D,B,A,C,D,B,A,A,A,C,D,C,B,B,B,D,B,B,B,B,D,C,B,B,B,C,B,B,B,B,C,D,B,B,E,B,B,B,B,B,B,B,B,D,B,B,B,A,D,B,B,B,A,B,B,B,B,C,B,C,B,D,B,B,B,B,B,B,C,A,B,B,B,B,B,B,B,D,B,B,B,C,B,D,B,C,B,B,B,B,B,B
1826,M,medio,centro,0.688,media_baja,Oficios_Tecnicos,CHEF,19,estabilidad_economica,0.643,0.891,E,E,E,A,D,B,B,D,B,A,D,E,C,D,C,E,B,D,B,D,D,B,A,C,D,A,D,C,B,E,B,E,A,C,B,B,E,C,D,A,B,B,B,B,C,D,C,D,B,E,C,D,C,D,D,B,D,C,D,D,B,C,C,D,D,B,C,C,E,B,D,C,D,B,D,A,D,B,D,C,D,D,D,D,D,D,B,D,D,D,D,D,D,D,D,D,C,D,D,C,B,D,D,D,C,D,D,B,C,D,B,D,D,D,D,D,D,D,D,E,D,B,D,D,D,D,D,D,C,C,D,D,D,B,D,D,B,D,E,D,D,A,D,D,D,D,D,D,D,D,E,D,C,D,D,D,D,C,B,D
1827,F,medio,centro,0.136,baja,Oficios_Basicos,VENDEDOR,24,crecimiento_profesional,0.485,0.76,A,A,D,D,E,D,A,A,C,D,C,B,D,D,E,D,E,D,E,D,E,E,D,B,D,D,D,B,E,B,C,E,D,E,B,A,C,E,C,B,D,C,D,B,A,D,E,D,A,E,B,B,B,A,D,D,D,D,D,D,B,D,A,D,C,E,B,D,D,E,E,E,D,C,C,C,D,D,E,E,D,D,D,C,D,C,D,A,C,D,D,D,D,C,A,D,E,B,D,D,D,D,D,C,A,D,D,D,D,E,A,D,D,D,C,B,D,D,D,C,D,D,D,A,D,D,D,C,B,D,D,D,D,D,D,A,B,D,D,D,B,E,D,B,D,C,D,D,D,B,A,D,D,C,C,D,D,D,D,D
1828,M,medio,norte,2.0,alta,Salud,MED,1,crecimiento_profesional,0.446,0.746,E,B,D,A,C,B,B,D,B,B,B,B,C,B,B,E,B,A,C,E,A,B,E,C,D,B,B,C,B,D,C,C,B,D,B,B,A,C,A,A,D,B,A,B,C,A,C,B,B,A,C,B,B,B,D,B,A,C,D,A,B,A,C,A,B,E,C,B,A,B,B,C,E,B,A,A,B,C,E,C,A,A,B,C,A,A,A,A,A,A,A,C,C,E,A,E,D,C,C,A,B,D,A,D,A,A,D,A,C,C,C,A,B,A,D,A,A,A,C,A,A,A,A,E,A,A,A,A,C,A,B,C,A,C,A,A,A,A,A,B,B,B,C,B,B,B,A,A,B,C,A,A,A,A,A,A,A,A,A,A
1829,M,bajo,pacifico,0.683,media,Oficios_Tecnicos,ELEC_IND,18,estabilidad_economica,0.386,0.94,B,A,D,A,A,B,B,D,B,A,D,E,C,D,B,E,B,B,A,D,D,B,D,C,D,A,A,C,C,C,B,C,A,D,B,B,D,C,D,A,D,C,A,C,C,E,C,E,B,D,C,D,A,B,A,B,D,C,D,C,B,E,C,D,A,A,C,B,B,B,C,C,C,B,D,A,D,A,D,C,A,C,C,C,B,C,C,C,D,C,C,C,A,C,C,C,C,C,C,B,C,C,C,E,C,B,A,C,D,C,B,D,C,D,C,C,A,D,D,C,C,B,C,C,C,C,C,B,C,C,C,C,C,B,C,C,C,C,C,C,C,C,D,C,C,E,C,C,B,E,D,C,B,C,C,D,B,C,C,C
1830,M,medio,pacifico,0.805,media,Negocios,MKT,13,crecimiento_profesional,0.531,0.733,D,C,C,B,B,B,B,D,D,A,C,C,C,D,B,D,B,C,A,E,D,B,B,C,C,B,C,C,B,C,B,C,B,E,D,B,C,C,D,A,E,C,C,A,C,D,C,C,A,D,C,D,B,B,D,B,C,C,D,A,B,C,C,C,B,D,C,B,D,B,E,C,B,B,D,A,D,D,B,C,C,C,C,C,C,C,C,C,D,C,C,C,B,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C,B,B,C,C,D,E,A,C,B,D,C,C,C,C,C,C,C,C,C,D,C,C,C,C,D,C,C,C,D,A,C,C,C,E,C,C,B,C,C,C,A,C,A,B,C,C,C,D,C,C,B,A
1831,F,bajo,norte,0.687,media_baja,Oficios_Basicos,ALBANIL,21,estabilidad_economica,0.496,0.814,B,D,D,A,B,B,B,A,C,A,C,D,D,B,B,D,B,B,D,A,A,B,E,C,E,B,D,C,B,D,C,D,B,E,B,B,D,C,C,A,D,C,E,B,C,D,C,D,A,D,C,D,C,D,E,B,D,C,E,C,B,C,C,D,B,D,C,C,C,B,D,C,D,B,C,A,D,B,E,C,A,A,B,B,B,B,A,D,B,A,E,A,A,B,A,A,A,D,E,A,A,B,A,C,B,C,A,B,A,E,D,D,A,B,C,A,C,E,E,A,A,A,C,E,D,A,A,A,D,A,A,D,A,A,D,B,A,A,B,E,A,A,C,A,A,D,A,E,C,A,A,A,A,A,A,A,E,E,B,A
